Demanda
36.6
7.2
41.4
22.2
29.4
19.2
36
21.6
31.2
12.6
5.4
4.8
16.8
19.2
7.2
12
4.8
17.4
16.8
4.8
14.4
16.8
7.2
19.2
9.6
21.6
15
21.6
14.4
26.4
36
2.4
24.6
16.8
24.6
24
21.6
22.2
7.2
24
9.6
21.6
16.8
16.8
43.2
16.8
16.8
16.8
26.4
19.2
33.6
24.6
9.6
28.8
19.2
19.8
27
2.4
21.6
19.2
14.4
24
17.4
10.2
19.8
14.4
12
14.4
21.6
5.4
16.8
7.2
24
9.6
12
22.2
19.2
17.4
21.6
9.6
24
26.4
26.4
40.8
24
29.4
21.6
28.8
2.4
9.6
19.2
12
12
21.6
9.6
24
40.8
36
12
24
12.6
26.4
4.8
29.4
2.4
12
36
3
16.8
9.6
29.4
19.2
9.6
10.2
12
14.4
17.4
48.6
12
4.8
12.6
9.6
12
12
25.2
9.6
10.2
9.6
19.2
7.2
4.8
9.6
4.8
16.8
16.8
2.4
24.6
14.4
19.2
19.2
12
7.2
7.2
2.4
31.2
21.6
12.6
7.2
19.2
21.6
5.4
17.4
21.6
14.4
24
21.6
12
7.8
28.8
12.6
4.8
5.4
17.4
27
21.6
27
28.8
43.2
31.8
4.8
26.4
40.8
16.8
15
12
19.2
36
12.6
12
26.4
15
31.8
26.4
27
14.4
19.2
12.6
26.4
21.6
26.4
12.6
26.4
22.2
4.8
19.2
26.4
9.6
19.2
16.8
31.8
19.8
19.2
4.8
33.6
7.2
19.2
4.8
24.6
7.8
9.6
2.4
33.6
21.6
12
12
21.6
10.2
17.4
36
19.8
33.6
24
19.8
27
24
9.6
12
4.8
7.2
4.8
24
26.4
12
19.2
9.6
9.6
19.8
34.2
16.8
19.2
14.4
24.6
24
50.4
14.4
2.4
19.2
12
15
5.4
12
7.2
16.8
24
24
19.2
9.6
27
17.4
2.4
12
24
31.2
22.2
24
3
14.4
43.2
29.4
16.8
12
2.4
3
38.4
31.2
16.8
14.4
4.8
9.6
16.8
15
19.8
12
12
17.4
17.4
19.8
19.2
7.2
19.2
39
16.8
7.2
31.2
24
7.2
22.8
15
36
7.8
12
16.8
2.4
19.2
12
14.4
21.6
31.2
12
24
16.8
9.6
14.4
16.8
24
14.4
27
2.4
26.4
9.6
16.8
21.6
27
12
24
14.4
21.6
15
45.6
24
19.2
24.6
12
24.6
9.6
28.8
12
7.2
45.6
7.2
10.2
2.4
4.8
7.2
14.4
16.8
16.8
24
12
24
21.6
9.6
7.8
2.4
4.8
14.4
34.2
24
24
43.2
14.4
12
28.8
16.8
12
15
9.6
12.6
24
14.4
16.8
21.6
19.2
14.4
27
19.2
14.4
27
16.8
22.2
24
16.8
17.4
31.2
19.8
24
13.2
19.2
12
26.4
9.6
17.4
10.2
19.2
12.6
22.2
16.8
9.6
14.4
36
4.8
9.6
24
12
24
21.6
9.6
19.2
7.2
21.6
26.4
16.8
2.4
16.8
12.6
9.6
27
9.6
24
14.4
16.8
21.6
7.2
19.8
36.6
7.8
26.4
9.6
21.6
19.2
2.4
9.6
19.2
7.2
16.8
21.6
16.8
12
24
28.8
12.6
21.6
2.4
4.8
16.8
14.4
14.4
9.6
26.4
37.2
45.6
19.2
19.2
10.2
33.6
28.8
5.4
26.4
4.8
12
12
21.6
14.4
27
19.2
2.4
16.8
7.2
9.6
19.2
9.6
17.4
24
19.2
7.2
5.4
12
12
21.6
14.4
16.8
19.2
31.2
9.6
24
4.8
17.4
24
12
12
26.4
9.6
26.4
31.8
19.2
14.4
43.8
12
16.8
21.6
21.6
16.8
4.8
10.2
10.2
9.6
14.4
12
22.2
10.2
16.8
4.8
13.2
4.8
3
21.6
16.8
14.4
14.4
16.8
36.6
9.6
31.8
2.4
29.4
14.4
12
19.8
3
17.4
31.8
7.2
12
22.2
12
19.2
10.2
9.6
7.2
40.8
4.8
27.6
12
4.8
12
12
36
14.4
19.8
14.4
22.2
28.8
4.8
4.8
21.6
27.6
21.6
24
12
14.4
21.6
16.8
26.4
19.8
21.6
15
27
21.6
22.2
9.6
19.2
28.8
14.4
39
24
2.4
19.2
7.8
24
19.2
19.8
19.2
12.6
21.6
7.8
12
16.8
14.4
12
36
36.6
26.4
12.6
19.8
16.8
16.8
5.4
21.6
26.4
5.4
7.8
21.6
24
14.4
33.6
9.6
24
14.4
28.8
24.6
4.8
14.4
19.2
16.8
2.4
17.4
12.6
14.4
24.6
19.2
17.4
17.4
21.6
19.2
14.4
16.8
12
32.4
19.2
4.8
9.6
19.2
24
19.2
9.6
19.2
29.4
19.2
7.2
15
36
24.6
9.6
34.2
21.6
7.2
12
9.6
9.6
26.4
15
21.6
7.2
19.2
28.8
24
7.2
21.6
16.8
4.8
16.8
24
7.2
2.4
4.8
16.8
16.8
14.4
24
7.2
21.6
21.6
48.6
16.8
15
16.8
28.8
21.6
7.8
9.6
16.8
21.6
14.4
22.2
2.4
21.6
7.8
14.4
21.6
22.2
21.6
4.8
43.2
7.2
12
7.8
16.8
12
19.2
12
9.6
17.4
26.4
9.6
7.8
7.2
27
19.2
21.6
16.8
14.4
21.6
12
4.8
16.8
4.8
7.2
24
16.8
19.2
14.4
12
21.6
21.6
5.4
12
19.2
19.2
4.8
31.2
28.8
31.8
9.6
9.6
12
21.6
15
22.8
22.2
16.8
21.6
16.8
12.6
21.6
14.4
19.2
12
19.8
2.4
38.4
12
7.2
2.4
4.8
7.2
19.2
12.6
7.8
21.6
2.4
22.2
38.4
40.8
14.4
12
14.4
14.4
27
28.8
24
16.8
10.2
14.4
12
12.6
19.2
21.6
14.4
15
14.4
19.2
9.6
28.8
7.2
22.2
21.6
16.8
12
9.6
12.6
19.8
24
10.2
14.4
38.4
7.2
24.6
2.4
12
14.4
15
12
19.2
21.6
16.8
4.8
9.6
9.6
14.4
27
4.8
3
28.8
29.4
10.2
2.4
4.8
12
14.4
21.6
19.2
9.6
45.6
19.2
21.6
7.2
16.8
16.8
12
24.6
14.4
16.8
12
17.4
17.4
12
21.6
24
12.6
26.4
29.4
7.8
7.2
24
7.2
16.8
12
16.8
4.8
27
5.4
17.4
33.6
12
19.2
19.2
29.4
19.2
21.6
16.8
22.2
2.4
7.2
9.6
24
7.8
22.2
2.4
12
27
16.8
14.4
7.2
9.6
2.4
7.8
10.2
17.4
37.2
24
26.4
12
19.2
5.4
15
26.4
2.4
28.8
55.2
16.8
19.2
33.6
9.6
24
10.2
9.6
10.2
21.6
26.4
7.2
4.8
12
19.8
4.8
33.6
24
43.2
19.2
9.6
16.8
9.6
7.2
4.8
21.6
2.4
21.6
14.4
10.8
16.8
9.6
5.4
31.2
29.4
15
24.6
4.8
21.6
16.8
24
14.4
19.2
33.6
16.8
26.4
19.2
14.4
16.8
16.8
36
3
12
24
12.6
16.8
19.8
15
24
19.2
19.8
10.2
10.2
24
7.2
19.2
21.6
9.6
9.6
26.4
9.6
19.2
21.6
14.4
14.4
21.6
15
26.4
17.4
12
27
12.6
16.8
4.8
4.8
12
16.8
40.8
14.4
19.2
22.2
24
4.8
4.8
2.4
15
28.8
19.2
19.2
2.4
4.8
16.8
12
10.2
33.6
5.4
22.2
21.6
12
12
16.8
4.8
16.8
17.4
7.2
26.4
19.2
7.2
9.6
45.6
19.2
14.4
19.2
16.8
24
2.4
9.6
19.2
16.8
14.4
14.4
21.6
24
19.2
7.2
10.2
24.6
12
24.6
14.4
17.4
40.8
9.6
24
12
26.4
22.2
7.2
2.4
16.8
19.2
12
9.6
7.2
46.2
16.8
19.8
12.6
26.4
24
9.6
16.8
22.2
21.6
24.6
24
22.2
24
26.4
16.8
27
22.2
22.2
26.4
3
9.6
19.2
21.6
38.4
24
7.2
27
24.6
41.4
19.8
16.8
4.8
33.6
28.8
7.2
26.4
7.8
12
12
14.4
16.8
40.8
14.4
24
19.2
26.4
17.4
31.2
29.4
9.6
7.8
16.8
19.2
2.4
24.6
24
14.4
24.6
12
38.4
12
12
21.6
12
9.6
9.6
14.4
9.6
24
3
14.4
4.8
15.6
9.6
12
9.6
9.6
26.4
12
9.6
38.4
7.8
21.6
21.6
4.8
7.2
45.6
19.8
14.4
17.4
22.2
26.4
33.6
24
21.6
24.6
10.2
24
21.6
9.6
7.2
16.8
4.8
21.6
26.4
19.2
4.8
12
7.2
9.6
16.8
12
2.4
12.6
16.8
9.6
9.6
14.4
17.4
2.4
3
22.2
16.8
24
9.6
12
12.6
4.8
16.8
24
24
26.4
14.4
43.2
10.2
4.8
26.4
24
27
31.2
24.6
16.8
26.4
21.6
19.2
7.2
24.6
36
26.4
19.2
17.4
9.6
12.6
27
24.6
14.4
16.8
15
9.6
17.4
24
7.2
9.6
4.8
17.4
17.4
7.2
21.6
33.6
19.2
16.8
19.2
12
12.6
14.4
4.8
24.6
21.6
9.6
21.6
21.6
19.2
9.6
34.2
19.2
26.4
14.4
2.4
10.2
7.2
7.2
34.2
21.6
2.4
40.8
12
12
19.2
43.2
12
10.2
7.2
2.4
2.4
10.2
7.8
14.4
24
9.6
24
39
17.4
2.4
14.4
12.6
16.8
2.4
14.4
24
16.8
16.8
24
26.4
12
16.8
7.2
16.8
19.2
27
7.8
12
16.8
24
26.4
7.2
16.8
3
9.6
19.2
9.6
14.4
2.4
12
19.2
16.8
12
36
34.2
21.6
26.4
19.2
12
21.6
9.6
14.4
15
16.8
12
28.8
19.2
31.2
40.8
14.4
14.4
26.4
21.6
12
7.2
12
12
24
19.2
14.4
16.8
21.6
21.6
16.8
14.4
21.6
12
26.4
4.8
39
14.4
26.4
12
39
10.2
16.8
16.8
3
9.6
21.6
14.4
12.6
9.6
12.6
28.8
12
26.4
21.6
43.2
9.6
4.8
7.8
26.4
31.2
31.2
7.2
24
19.2
19.2
19.2
12.6
16.8
12.6
36.6
14.4
12
21.6
12
17.4
19.2
29.4
21.6
2.4
9.6
4.8
34.2
24
2.4
16.8
19.2
28.8
12
9.6
21.6
16.8
24.6
29.4
33.6
14.4
24.6
28.8
9.6
9.6
12
9.6
5.4
19.2
24
29.4
4.8
12
24.6
19.2
9.6
26.4
36
7.2
33.6
38.4
21.6
26.4
7.8
19.2
14.4
9.6
14.4
7.2
24
16.8
12.6
14.4
21.6
33.6
9.6
29.4
17.4
12
4.8
16.8
14.4
16.8
14.4
12
21.6
15
9.6
4.8
9.6
12
14.4
12
12
17.4
33.6
12.6
31.2
4.8
7.2
16.8
24
4.8
10.2
19.8
9.6
14.4
38.4
24
12
19.2
3
10.2
2.4
16.8
24.6
19.2
15
28.8
12.6
19.2
43.2
4.8
33.6
28.8
12
19.2
7.2
31.8
19.2
28.8
9.6
24
19.2
21.6
16.8
36
16.8
24
16.8
31.8
14.4
9.6
19.2
28.8
2.4
12
15
15
7.2
26.4
4.8
26.4
10.2
12
21.6
9.6
12
19.2
26.4
12
21.6
24
19.2
10.2
21.6
17.4
19.2
22.2
12
19.2
28.8
48.6
19.2
12
17.4
24
19.2
12
12
14.4
12
21.6
21.6
4.8
29.4
14.4
4.8
27.6
22.2
7.2
38.4
16.8
33.6
15
12
21.6
22.2
16.8
19.2
