valorObjetivoLento,valorObjetivoRapido,porcentajeRed,Grupo,Tipo
610.3357997,609.3861992,46.47346207,500,Rapida
604.4945991,603.6604991,49.25609126,500,Rapida
605.1445,603.7666998,46.89784238,500,Rapida
610.6346997,609.0711992,45.59176429,500,Rapida
604.7477,603.7140992,51.66897462,500,Rapida
620.8546,619.7289,46.6537208,500,Rapida
619.0373,617.7549996,46.9136659,500,Rapida
605.1234994,604.6142997,48.94400358,500,Rapida
636.3665998,635.5889,45.206682,500,Rapida
606.9049,605.4746968,48.91972327,500,Rapida
611.9625995,610.9143996,47.05340377,500,Rapida
629.6527,628.4092992,43.56395709,500,Rapida
625.0089,624.7448992,45.06749089,500,Rapida
607.7583995,607.0781996,45.60117612,500,Rapida
612.3041998,610.5930991,45.74910667,500,Rapida
629.1128997,628.0366994,45.9541145,500,Rapida
603.9748,603.5492999,47.39296106,500,Rapida
616.6744,615.7489865,48.00749213,500,Rapida
603.4560992,601.5089,43.18502941,500,Rapida
639.5336994,638.2205,48.33359333,500,Rapida
618.7649999,618.403,47.96590942,500,Rapida
617.4935,616.7052996,42.65215024,500,Rapida
609.0846998,608.1698994,46.25055662,500,Rapida
595.2865,593.7391042,49.75829772,500,Rapida
626.671,625.5303994,44.78254876,500,Rapida
